pair,Timestamp,VWAP,Liquidity,volatility,max,min,FD
SGDJPY.csv,2021-01-07 23:00:00,78.3493,70.6,0.0025213522899592386,78.418,78.2205,1513.9240506328722
SGDJPY.csv,2021-01-08 05:00:00,78.3885,75.40833333333333,0.0018944228305265163,78.454,78.3055,2404.040404040428
SGDJPY.csv,2021-01-08 11:00:00,78.4681,111.45,0.003595671945781501,78.509,78.227,1276.595744680867
SGDJPY.csv,2021-01-08 17:00:00,78.4688,77.74750830564784,0.0030462749605884476,78.512,78.2732,1260.4690117253053
SGDJPY.csv,2021-01-10 17:00:00,78.2312,5.336283185840708,0.009611006072545707,78.309,77.558,150.46604527297126
SGDJPY.csv,2021-01-10 23:00:00,78.245,43.144444444444446,0.0029837442882039824,78.408,78.1744,1541.095890410988
SGDJPY.csv,2021-01-11 05:00:00,78.2921,65.00833333333334,0.0019007930584264909,78.355,78.2062,2419.3548387095393
SGDJPY.csv,2021-01-11 11:00:00,78.331,86.6,0.0020939862979879103,78.399,78.235,2195.1219512194925
SGDJPY.csv,2021-01-11 17:00:00,78.2776,41.80555555555556,0.005134320632349073,78.356,77.954,895.5223880596992
SGDJPY.csv,2021-01-11 23:00:00,78.3344,51.46944444444444,0.002206360608353796,78.386,78.2132,2077.5462962963543
SGDJPY.csv,2021-01-12 05:00:00,78.4798,64.36111111111111,0.0025236488862558264,78.492,78.2942,1820.020222446908
SGDJPY.csv,2021-01-12 11:00:00,78.4515,78.25,0.0017957006605799006,78.531,78.3901,2555.003548616003
SGDJPY.csv,2021-01-12 17:00:00,78.3853,54.297222222222224,0.0045279053210602795,78.469,78.114,1008.4507042253812
SGDJPY.csv,2021-01-12 23:00:00,78.2902,57.91388888888889,0.0028597765386782696,78.46,78.236,1607.1428571429321
SGDJPY.csv,2021-01-13 05:00:00,78.3851,62.544444444444444,0.0019475261732774553,78.414,78.2614,2359.108781127026
SGDJPY.csv,2021-01-13 11:00:00,78.3352,78.95555555555555,0.001829088778731758,78.413,78.2697,2505.233775296643
SGDJPY.csv,2021-01-13 17:00:00,78.284,45.42618384401114,0.004329713043457176,78.367,78.028,1058.9970501474968
SGDJPY.csv,2021-01-13 23:00:00,78.3684,64.76944444444445,0.0035798047326061266,78.492,78.2115,1283.422459893032
SGDJPY.csv,2021-01-14 05:00:00,78.4555,65.70833333333333,0.0024335784163531863,78.485,78.2942,1886.7924528302296
SGDJPY.csv,2021-01-14 11:00:00,78.2779,82.19166666666666,0.0035214070306315614,78.472,78.196,1304.3478260869742
SGDJPY.csv,2021-01-14 17:00:00,78.3542,52.99444444444445,0.009711014000577096,78.4087,77.648,467.99000920205077
SGDJPY.csv,2021-01-14 23:00:00,78.2649,46.922222222222224,0.002700856631272402,78.418,78.2065,1702.1276595744607
SGDJPY.csv,2021-01-15 05:00:00,78.0748,56.736111111111114,0.0030754351973209452,78.279,78.0386,1497.5041597338147
SGDJPY.csv,2021-01-15 11:00:00,78.1021,77.03055555555555,0.0024955520400390726,78.134,77.9392,1837.7823408624158
SGDJPY.csv,2021-01-15 17:00:00,77.9912,42.93023255813954,0.012529928506648587,78.114,77.136,304.7034764826149
SGDJPY.csv,2021-01-17 17:00:00,78.0599,5.435185185185185,0.0025638179084889003,78.093,77.893,539.9999999999924
SGDJPY.csv,2021-01-17 23:00:00,77.8491,49.36388888888889,0.003737938193072201,78.1,77.8086,1235.4152367879378
SGDJPY.csv,2021-01-18 05:00:00,77.8605,59.15833333333333,0.002034476361144661,77.917,77.7586,2247.474747474743
SGDJPY.csv,2021-01-18 11:00:00,77.8765,53.763888888888886,0.0019697988221678026,77.95,77.7966,2346.805736636171
SGDJPY.csv,2021-01-18 17:00:00,77.865,37.49166666666667,0.0029270747985579533,77.93,77.702,1561.4035087718707
SGDJPY.csv,2021-01-18 23:00:00,78.241,62.955555555555556,0.0058132090657224,78.313,77.859,790.7488986784007
SGDJPY.csv,2021-01-19 05:00:00,78.2728,58.21388888888889,0.0025252360853337268,78.297,78.0995,1822.7848101266661
SGDJPY.csv,2021-01-19 11:00:00,78.1473,77.69444444444444,0.0028108785559216305,78.318,78.0981,1637.1077762619705
SGDJPY.csv,2021-01-19 17:00:00,78.1675,36.06944444444444,0.0025595936138907574,78.197,77.997,1794.9999999999745
SGDJPY.csv,2021-01-19 23:00:00,78.2571,49.58888888888889,0.0020199276444730057,78.279,78.121,2278.4810126582097
SGDJPY.csv,2021-01-20 05:00:00,78.2837,58.05,0.002035559580326332,78.333,78.1737,2253.6095417451097
SGDJPY.csv,2021-01-20 11:00:00,78.1343,78.25,0.0031565832339619225,78.305,78.0581,1458.080194410629
SGDJPY.csv,2021-01-20 17:00:00,78.163,40.409470752089135,0.0017661316692047851,78.175,78.037,2586.9565217392988
SGDJPY.csv,2021-01-20 23:00:00,78.1088,50.58611111111111,0.0022067265402865893,78.243,78.0705,2081.159420289862
SGDJPY.csv,2021-01-21 05:00:00,78.1685,57.916666666666664,0.0018811646065420699,78.2,78.053,2442.176870748207
SGDJPY.csv,2021-01-21 11:00:00,78.2401,85.83333333333333,0.002513242675354971,78.319,78.1224,1826.0427263478805
SGDJPY.csv,2021-01-21 17:00:00,78.2304,40.53055555555556,0.004256130511678786,78.289,77.956,1078.0780780780833
SGDJPY.csv,2021-01-21 23:00:00,78.2054,52.09722222222222,0.0023383125782700737,78.299,78.1161,1957.3537452159262
SGDJPY.csv,2021-01-22 05:00:00,78.1289,63.44166666666667,0.0018580398875651606,78.199,78.0538,2479.3388429751612
