pair,Timestamp,VWAP,Liquidity,volatility,max,min,FD
USDHUF.csv,2010-01-03 17:00:00,189.1223,14.68,0.009177075679502494,189.5,187.77,202.3121387283249
USDHUF.csv,2010-01-03 23:00:00,187.1315,21.00558659217877,0.018075772629635986,190.34,186.93,104.98533724340186
USDHUF.csv,2010-01-04 05:00:00,185.8195,28.13888888888889,0.011619112498870817,187.6,185.43,165.8986175115217
USDHUF.csv,2010-01-04 11:00:00,186.1118,12.902857142857142,0.004247289338853642,186.43,185.64,443.0379746835328
USDHUF.csv,2010-01-04 17:00:00,185.975,11.477011494252874,0.0030643201447205603,186.27,185.7,610.5263157894506
USDHUF.csv,2010-01-04 23:00:00,185.7882,23.89075630252101,0.007649995413081308,186.18,184.76,251.40845070422253
USDHUF.csv,2010-01-05 05:00:00,186.4604,27.080555555555556,0.008907042708496215,187.34,185.68,216.86746987951852
USDHUF.csv,2010-01-05 11:00:00,187.395,15.294285714285714,0.007801410696883097,187.77,186.31,239.72602739725897
USDHUF.csv,2010-01-05 17:00:00,187.5233,10.865497076023392,0.00554646077512309,187.89,186.85,328.84615384615637
USDHUF.csv,2010-01-05 23:00:00,187.0538,22.168067226890756,0.010924112786466371,189.02,186.97,174.14634146341368
USDHUF.csv,2010-01-06 05:00:00,186.69,26.701949860724234,0.008383335822121554,187.83,186.26,228.66242038216245
USDHUF.csv,2010-01-06 11:00:00,186.2187,17.22689075630252,0.006389574779235502,186.95,185.76,300.00000000000057
USDHUF.csv,2010-01-06 17:00:00,186.29,12.982758620689655,0.004565396529467945,186.53,185.68,409.4117647058851
USDHUF.csv,2010-01-06 23:00:00,187.095,21.952513966480446,0.007392504619799126,187.47,186.09,259.4202898550733
USDHUF.csv,2010-01-07 05:00:00,188.2624,30.13888888888889,0.010523987833508172,189.17,187.19,181.81818181818275
USDHUF.csv,2010-01-07 11:00:00,188.2835,15.38375350140056,0.0034526717803117645,188.64,187.99,541.5384615384805
USDHUF.csv,2010-01-07 17:00:00,188.0458,10.945244956772335,0.0036681738807016096,188.48,187.79,502.89855072463934
USDHUF.csv,2010-01-07 23:00:00,187.622,19.02849002849003,0.006490352860881513,188.52,187.3,287.70491803278713
USDHUF.csv,2010-01-08 05:00:00,186.94,29.57777777777778,0.013964339657268848,188.74,186.12,137.4045801526715
USDHUF.csv,2010-01-08 11:00:00,185.6386,17.426934097421203,0.010935316444823439,187.05,185.02,171.92118226600977
USDHUF.csv,2010-01-10 17:00:00,184.555,10.494152046783626,0.007995871605239556,185.64,184.16,231.0810810810827
USDHUF.csv,2010-01-10 23:00:00,183.8928,17.691218130311615,0.00781499474627937,184.99,183.55,245.13888888888928
USDHUF.csv,2010-01-11 05:00:00,183.5637,25.733333333333334,0.007567542311363179,184.43,183.04,258.9928057553929
USDHUF.csv,2010-01-11 11:00:00,183.825,14.487323943661972,0.0037023840683205384,183.96,183.28,522.0588235294065
USDHUF.csv,2010-01-11 17:00:00,184.4669,14.313218390804598,0.006081641505945031,184.79,183.67,310.7142857142845
USDHUF.csv,2010-01-11 23:00:00,184.5844,19.875,0.006837912517959281,184.87,183.61,278.5714285714306
USDHUF.csv,2010-01-12 05:00:00,183.8516,29.977777777777778,0.010992022626816868,185.77,183.74,177.33990147783243
USDHUF.csv,2010-01-12 11:00:00,184.588,16.518413597733712,0.0076378471199570865,185.14,183.73,250.3546099290786
USDHUF.csv,2010-01-12 17:00:00,184.625,11.953757225433526,0.003953356738891557,185.05,184.32,472.6027397260156
USDHUF.csv,2010-01-12 23:00:00,183.7046,21.231843575418996,0.00992612103294176,185.19,183.36,195.08196721311646
USDHUF.csv,2010-01-13 05:00:00,184.0814,30.116666666666667,0.01244211939850078,184.56,182.28,157.45614035087712
USDHUF.csv,2010-01-13 11:00:00,183.546,18.624641833810887,0.007728864110825112,184.76,183.34,245.7746478873261
USDHUF.csv,2010-01-13 17:00:00,183.3488,17.348441926345608,0.006270202675655762,184.03,182.88,306.9565217391289
USDHUF.csv,2010-01-13 23:00:00,183.938,22.83050847457627,0.007092693761288977,184.04,182.74,271.5384615384651
USDHUF.csv,2010-01-14 05:00:00,184.3663,30.733333333333334,0.009281176176741124,185.15,183.44,210.5263157894727
USDHUF.csv,2010-01-14 11:00:00,183.5413,16.793785310734464,0.007399200304193518,184.77,183.41,260.2941176470562
USDHUF.csv,2010-01-14 17:00:00,184.6291,13.285294117647059,0.0076581359180563175,184.95,183.54,241.13475177305023
USDHUF.csv,2010-01-14 23:00:00,184.67,20.877094972067038,0.007302460863735619,185.8,184.45,265.1851851851807
USDHUF.csv,2010-01-15 05:00:00,186.1633,28.738888888888887,0.009757850099430575,186.44,184.63,198.89502762430914
USDHUF.csv,2010-01-15 11:00:00,186.4125,16.834269662921347,0.009170291444443507,187.33,185.62,208.18713450292302
USDHUF.csv,2010-01-17 17:00:00,186.3567,11.585014409221902,0.004611866906905259,186.95,186.09,403.4883720930302
USDHUF.csv,2010-01-17 23:00:00,186.17,18.71309192200557,0.008705721644470303,186.64,185.02,221.6049382716082
USDHUF.csv,2010-01-18 05:00:00,185.58,16.44289693593315,0.005381544900181599,186.33,185.33,359.0
USDHUF.csv,2010-01-18 11:00:00,185.5056,8.039087947882736,0.0024255391096453674,185.79,185.34,682.2222222222395
USDHUF.csv,2010-01-18 17:00:00,185.4067,12.174174174174174,0.0027507145435755123,185.68,185.17,649.0196078431127
USDHUF.csv,2010-01-18 23:00:00,186.2982,19.073863636363637,0.008192875416186343,186.44,184.92,231.5789473684195
